call_id,topic,tone,customer_text
CALL20250915-0439,card_block_unblock,frustrated,"Mr. Iyer: My card ending 0976 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. I have been waiting longer than expected and it’s inconvenient. Please expedite and keep me posted. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 07-Sep-2025."
CALL20250915-0440,account_closing,aggressive,Ms. Nair: I’d like to close my savings account ending 2315. Tell me the exact process and any charges involved. I’ve repeated this multiple times; I want action now. Stop pushing generic updates and fix it. Keep it short and specific.
CALL20250915-0441,insurance_claim_status,harsh,"Mr. Reddy: I submitted an insurance claim 31-Aug-2025 with reference CLM5136666. What’s the status and next steps? If it isn’t resolved, I will escalate a formal complaint. This is ridiculous and far below service standards. Kindly confirm by email and SMS."
CALL20250915-0442,loan_approval_status,neutral,Mrs. Rao: I filed a loan application 08-Sep-2025 with ID APP599921. What is the current approval status and expected timeline? I submitted all KYC documents and income proofs; please confirm if anything is pending on my end. Please share the exact steps and any documents required. I need the details so I can decide. Provide the exact steps and any reference numbers. My email on record is verified; last update was on 26-Jul-2025.
CALL20250915-0443,card_activation,neutral,Mr. Reddy: My new credit card ending 7694 arrived. Please instruct me on activation and initial PIN setup. I need the details so I can decide. Kindly confirm the figures and timelines. Keep it short and specific. My registered mobile ends with 2103.
CALL20250915-0444,account_closing,neutral,Mr. Sharma: I’d like to close my savings account ending 0056. Tell me the exact process and any charges involved. I need the details so I can decide. Kindly confirm the figures and timelines. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0445,insurance_new_policy,frustrated,"Ms. Raina: I’m considering a term insurance plan for ₹50000 sum assured. Share options, premium, and riders. Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference."
CALL20250915-0446,account_closing,aggressive,Ms. Chawla: I’d like to close my savings account ending 7423. Tell me the exact process and any charges involved. I’ve repeated this multiple times; I want action now. Stop pushing generic updates and fix it. Kindly confirm by email and SMS. Please share a ticket number for reference.
CALL20250915-0447,loan_closure,polite,"Ms. Menon: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹6430, and I’m fine with a tenure up to 12 months. Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. Provide the exact steps and any reference numbers. Please share a ticket number for reference."
CALL20250915-0448,policy_cancellation,neutral,Ms. Raina: I want to cancel my policy POL03173468 and understand the refund rules. Tell me the procedure and timelines. I need the details so I can decide. Kindly confirm the figures and timelines. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-0449,policy_renewal,harsh,"Ms. Kaur: My policy POL30955073 is due for renewal next week. Explain renewal steps and if any grace period applies. Do not send scripted replies; address the issue directly. If it isn’t resolved, I will escalate a formal complaint. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0450,loan_closure,polite,Mrs. Rao: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0451,loan_approval_status,aggressive,Ms. Roy: I filed a loan application 30-Aug-2025 with ID APP848421. What is the current approval status and expected timeline? I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Kindly confirm by email and SMS. Please share a ticket number for reference.
CALL20250915-0452,card_activation,polite,Mr. Banerjee: My new credit card ending 2975 arrived. Please instruct me on activation and initial PIN setup. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Kindly confirm by email and SMS.
CALL20250915-0453,loan_closure,frustrated,Mr. Pillai: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0454,insurance_claim_status,neutral,Mr. Gupta: I submitted an insurance claim 31-Aug-2025 with reference CLM1781292. What’s the status and next steps? Pls share the exact steps and any documents required. I need the details so I can decide. Pls share steps & TAT. Email also ok. Please share a ticket number for reference.
CALL20250915-0455,loan_inquiry,aggressive,"Mrs. Rao: I’m exploring a personal loan around ₹25000. What would be the interest rate, EMI, and tenure options? This delay is unacceptable; I expect a concrete resolution today. I’ve repeated this multiple times; I want action now. Pls share steps & TAT. Email also ok. My registered mobile ends with 9171."
CALL20250915-0456,insurance_new_policy,harsh,"Ms. Roy: I’m considering a term insurance plan for ₹25000 sum assured. Share options, premium, and riders. Do not send scripted replies; address the issue directly. This is ridiculous and far below service standards. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-0457,loan_approval_status,aggressive,Mrs. Rao: I filed a loan application 02-Sep-2025 with ID APP102699. What is the current approval status and expected timeline? I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Kindly confirm by email and SMS. My email on record is verified; last update was on 30-Aug-2025.
CALL20250915-0458,account_closing,frustrated,Mr. Iyer: I’d like to close my savings account ending 6800. Tell me the exact process and any charges involved. I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-0459,loan_inquiry,neutral,"Ms. Nair: I’m exploring a personal loan around ₹450000. What would be the interest rate, EMI, and tenure options? Kindly confirm the figures and timelines. I need the details so I can decide. Keep it short and specific. Please share a ticket number for reference."
CALL20250915-0460,policy_renewal,polite,Ms. Patel: My policy POL52583459 is due for renewal next week. Explain renewal steps and if any grace period applies. Thanks in advance for your support. Pls guide me through the process and email a summary as well. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-0461,card_activation,polite,"Ms. Chawla: My new credit card ending 8462 arrived. Please instruct me on activation and initial PIN setup. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0462,loan_closure,aggressive,"Ms. Kaur: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹1675, and I’m fine with a tenure up to 12 months. I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 10-Sep-2025."
CALL20250915-0463,account_closing,aggressive,Mrs. Rao: I’d like to close my savings account ending 1583. Tell me the exact process and any charges involved. Stop pushing generic updates and fix it. I’ve repeated this multiple times; I want action now. Pls share steps & TAT. Email also ok. Please share a ticket number for reference.
CALL20250915-0464,loan_inquiry,harsh,"Mr. Banerjee: I’m exploring a personal loan around ₹15000. What would be the interest rate, EMI, and tenure options? If it isn’t resolved, I will escalate a formal complaint. Do not send scripted replies; address the issue directly. Pls share steps & TAT. Email also ok."
CALL20250915-0465,loan_approval_status,polite,Mr. Banerjee: I filed a loan application 26-Aug-2025 with ID APP160350. What is the current approval status and expected timeline? I submitted all KYC documents and income proofs; please confirm if anything is pending on my end. Could you please help me with this? I’d really appreciate it. Thanks in advance for your support. Provide the exact steps and any reference numbers. Please share a ticket number for reference.
CALL20250915-0466,card_block_unblock,frustrated,Ms. Roy: My card ending 0059 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. Please expedite and keep me posted. This delay is causing issues for my plans. Keep it short and specific.
CALL20250915-0467,loan_inquiry,harsh,"Mr. Iyer: I’m exploring a personal loan around ₹25000. What would be the interest rate, EMI, and tenure options? This is ridiculous and far below service standards. If it isn’t resolved, I will escalate a formal complaint. Keep it short and specific."
CALL20250915-0468,loan_closure,polite,"Mr. Gupta: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹3125, and I’m fine with a tenure up to 36 months. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 12-Sep-2025."
CALL20250915-0469,insurance_new_policy,neutral,"Ms. Chawla: I’m considering a term insurance plan for ₹15000 sum assured. Share options, premium, and riders. I’d like accidental and critical illness riders if available; also indicate medical check-up requirements. Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers."
CALL20250915-0470,policy_cancellation,polite,Mr. Reddy: I want to cancel my policy POL50462188 and understand the refund rules. Tell me the procedure and timelines. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Keep it short and specific. I prefer communication by SMS for quick updates.
CALL20250915-0471,loan_approval_status,frustrated,Ms. Chawla: I filed a loan application 07-Sep-2025 with ID APP286672. What is the current approval status and expected timeline? Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. Please share a ticket number for reference.
CALL20250915-0472,insurance_new_policy,polite,"Mr. Khan: I’m considering a term insurance plan for ₹15000 sum assured. Share options, premium, and riders. Pls guide me through the process and email a summary as well. Could you pls help me with this? I’d really appreciate it. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates."
CALL20250915-0473,card_block_unblock,polite,Mr. Singh: My card ending 1305 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0474,loan_approval_status,frustrated,Mr. Banerjee: I filed a loan application 01-Sep-2025 with ID APP337352. What is the current approval status and expected timeline? Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. My email on record is verified; last update was on 14-Sep-2025.
CALL20250915-0475,loan_inquiry,polite,"Mr. Reddy: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-0476,policy_renewal,neutral,Mr. Khan: My policy POL38729003 is due for renewal next week. Explain renewal steps and if any grace period applies. Please confirm no-claim bonus continuity and total premium payable if renewed within grace. I need the details so I can decide. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers. I prefer communication by SMS for quick updates.
CALL20250915-0477,card_activation,frustrated,"Mr. Iyer: My new credit card ending 2504 arrived. Pls instruct me on activation and initial PIN setup. I have been waiting longer than expected and it’s inconvenient. Pls expedite and keep me posted. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 06-Sep-2025."
CALL20250915-0478,policy_renewal,polite,Ms. Nair: My policy POL73880577 is due for renewal next week. Explain renewal steps and if any grace period applies. Pls guide me through the process and email a summary as well. Could you pls help me with this? I’d really appreciate it. Pls share steps & TAT. Email also ok.
CALL20250915-0479,account_closing,polite,Mrs. Rao: I’d like to close my savings account ending 2647. Tell me the exact process and any charges involved. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 4576.
CALL20250915-0480,insurance_claim_status,neutral,Ms. Das: I submitted an insurance claim 24-Aug-2025 with reference CLM7287847. What’s the status and next steps? Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Keep it short and specific. My registered mobile ends with 0048.
CALL20250915-0481,card_block_unblock,polite,"Mrs. Rao: My card ending 6078 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. I’m ready to verify via OTP; if replacement is needed, tell me the fee and delivery timeline. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Provide the exact steps and any reference numbers. I prefer communication by SMS for quick updates."
CALL20250915-0482,account_closing,harsh,"Ms. Das: I’d like to close my savings account ending 8019. Tell me the exact process and any charges involved. If it isn’t resolved, I will escalate a formal complaint. Do not send scripted replies; address the issue directly. Pls share steps & TAT. Email also ok. My registered mobile ends with 6441."
CALL20250915-0483,card_activation,harsh,Ms. Menon: My new credit card ending 8600 arrived. Please instruct me on activation and initial PIN setup. Do not send scripted replies; address the issue directly. This is ridiculous and far below service standards. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates.
CALL20250915-0484,card_activation,neutral,Ms. Kaur: My new credit card ending 2159 arrived. Please instruct me on activation and initial PIN setup. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-0485,policy_renewal,neutral,Ms. Roy: My policy POL09767906 is due for renewal next week. Explain renewal steps and if any grace period applies. Kindly confirm the figures and timelines. I need the details so I can decide. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0486,account_closing,frustrated,Mrs. Rao: I’d like to close my savings account ending 9650. Tell me the exact process and any charges involved. This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-0487,account_closing,neutral,"Ms. Das: I’d like to close my savings account ending 3404. Tell me the exact process and any charges involved. Pls confirm the figures and timelines. Pls share the exact steps and any documents required. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 06-Sep-2025."
CALL20250915-0488,insurance_claim_status,harsh,"Mr. Iyer: I submitted an insurance claim 04-Sep-2025 with reference CLM5046592. What’s the status and next steps? If it isn’t resolved, I will escalate a formal complaint. This is ridiculous and far below service standards. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates."
CALL20250915-0489,account_closing,neutral,Ms. Nair: I’d like to close my savings account ending 7037. Tell me the exact process and any charges involved. There are no active auto-debits that I know of; kindly verify and let me know if I must visit a branch. I need the details so I can decide. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers.
CALL20250915-0490,loan_approval_status,polite,"Ms. Roy: I filed a loan application 11-Sep-2025 with ID APP657663. What is the current approval status and expected timeline? I submitted all KYC documents and income proofs; please confirm if anything is pending on my end. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0491,insurance_claim_status,polite,Mr. Banerjee: I submitted an insurance claim 07-Sep-2025 with reference CLM8448772. What’s the status and next steps? Pls guide me through the process and email a summary as well. Thanks in advance for your support. Pls share steps & TAT. Email also ok. My registered mobile ends with 7219.
CALL20250915-0492,policy_renewal,neutral,Mr. Reddy: My policy POL36195816 is due for renewal next week. Explain renewal steps and if any grace period applies. Please confirm no-claim bonus continuity and total premium payable if renewed within grace. I need the details so I can decide. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers. Please share a ticket number for reference.
CALL20250915-0493,loan_closure,neutral,Mr. Khan: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Keep it short and specific.
CALL20250915-0494,card_activation,neutral,Mr. Gupta: My new credit card ending 4561 arrived. Pls instruct me on activation and initial PIN setup. I need the details so I can decide. Pls confirm the figures and timelines. Pls share steps & TAT. Email also ok.
CALL20250915-0495,loan_closure,neutral,"Ms. Patel: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. I need the details so I can decide. Kindly confirm the figures and timelines. Kindly confirm by email and SMS. If needed, I can visit the branch on 06-Sep-2025."
CALL20250915-0496,insurance_claim_status,aggressive,"Mr. Reddy: I submitted an insurance claim 12-Sep-2025 with reference CLM1985513. What’s the status and next steps? This delay is unacceptable; I expect a concrete resolution today. Stop pushing generic updates and fix it. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 09-Sep-2025."
CALL20250915-0497,policy_renewal,polite,Mr. Banerjee: My policy POL59228818 is due for renewal next week. Explain renewal steps and if any grace period applies. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Keep it short and specific. I prefer communication by SMS for quick updates.
CALL20250915-0498,card_activation,polite,Ms. Kaur: My new credit card ending 4670 arrived. Please instruct me on activation and initial PIN setup. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Keep it short and specific.
CALL20250915-0499,insurance_claim_status,frustrated,"Mr. Reddy: I submitted an insurance claim 28-Aug-2025 with reference CLM6088378. What’s the status and next steps? All requested bills and reports were uploaded; inform me if any additional document is required. I have been waiting longer than expected and it’s inconvenient. Please expedite and keep me posted. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 07-Sep-2025."
CALL20250915-0500,policy_cancellation,neutral,Mr. Banerjee: I want to cancel my policy POL65594132 and understand the refund rules. Tell me the procedure and timelines. I need the details so I can decide. Kindly confirm the figures and timelines. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 6049.
CALL20250915-0501,card_activation,neutral,Ms. Patel: My new credit card ending 2541 arrived. Please instruct me on activation and initial PIN setup. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Keep it short and specific. My registered mobile ends with 3495.
CALL20250915-0502,card_activation,polite,"Ms. Kaur: My new credit card ending 5677 arrived. Please instruct me on activation and initial PIN setup. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Kindly confirm by email and SMS. If needed, I can visit the branch on 05-Sep-2025."
CALL20250915-0503,account_closing,neutral,Mr. Pillai: I’d like to close my savings account ending 5124. Tell me the exact process and any charges involved. There are no active auto-debits that I know of; kindly verify and let me know if I must visit a branch. I need the details so I can decide. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers.
CALL20250915-0504,policy_cancellation,harsh,"Ms. Raina: I want to cancel my policy POL39293436 and understand the refund rules. Tell me the procedure and timelines. Do not send scripted replies; address the issue directly. This is ridiculous and far below service standards. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 13-Sep-2025."
CALL20250915-0505,card_block_unblock,frustrated,Mrs. Rao: My card ending 4263 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-0506,loan_inquiry,harsh,"Ms. Roy: I’m exploring a personal loan around ₹15000. What would be the interest rate, EMI, and tenure options? Do not send scripted replies; address the issue directly. If it isn’t resolved, I will escalate a formal complaint. Keep it short and specific. Please share a ticket number for reference."
CALL20250915-0507,policy_cancellation,frustrated,Mrs. Rao: I want to cancel my policy POL59168855 and understand the refund rules. Tell me the procedure and timelines. This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific.
CALL20250915-0508,account_closing,neutral,"Mrs. Rao: I’d like to close my savings account ending 4772. Tell me the exact process and any charges involved. Please share the exact steps and any documents required. I need the details so I can decide. Kindly confirm by email and SMS. If needed, I can visit the branch on 05-Sep-2025."
CALL20250915-0509,policy_cancellation,aggressive,Mr. Singh: I want to cancel my policy POL54752520 and understand the refund rules. Tell me the procedure and timelines. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0510,insurance_claim_status,harsh,"Mr. Sharma: I submitted an insurance claim 13-Sep-2025 with reference CLM6123342. What’s the status and next steps? This is ridiculous and far below service standards. If it isn’t resolved, I will escalate a formal complaint. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-0511,insurance_new_policy,polite,"Mr. Verma: I’m considering a term insurance plan for ₹50000 sum assured. Share options, premium, and riders. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Kindly confirm by email and SMS."
CALL20250915-0512,loan_closure,harsh,"Mr. Sharma: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Keep it short and specific. If needed, I can visit the branch on 08-Sep-2025."
CALL20250915-0513,loan_inquiry,polite,"Mr. Singh: I’m exploring a personal loan around ₹120000. What would be the interest rate, EMI, and tenure options? Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0514,insurance_new_policy,frustrated,"Mr. Khan: I’m considering a term insurance plan for ₹75000 sum assured. Share options, premium, and riders. Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. My email on record is verified; last update was on 09-Sep-2025."
CALL20250915-0515,loan_inquiry,harsh,"Ms. Menon: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Kindly confirm by email and SMS. If needed, I can visit the branch on 14-Sep-2025."
CALL20250915-0516,loan_inquiry,neutral,"Mr. Iyer: I’m exploring a personal loan around ₹450000. What would be the interest rate, EMI, and tenure options? Kindly confirm the figures and timelines. I need the details so I can decide. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 3687."
CALL20250915-0517,policy_cancellation,polite,Ms. Das: I want to cancel my policy POL77610660 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Provide the exact steps and any reference numbers. Please share a ticket number for reference.
CALL20250915-0518,loan_inquiry,neutral,"Ms. Nair: I’m exploring a personal loan around ₹75000. What would be the interest rate, EMI, and tenure options? Pls share the exact steps and any documents required. Pls confirm the figures and timelines. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates."
CALL20250915-0519,loan_closure,neutral,Mrs. Rao: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Keep it short and specific. My email on record is verified; last update was on 23-Aug-2025.
CALL20250915-0520,insurance_new_policy,aggressive,"Mr. Iyer: I’m considering a term insurance plan for ₹450000 sum assured. Share options, premium, and riders. I’d like accidental and critical illness riders if available; also indicate medical check-up requirements. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. Provide the exact steps and any reference numbers. I prefer communication by SMS for quick updates."
CALL20250915-0521,card_activation,harsh,"Mr. Banerjee: My new credit card ending 9070 arrived. Please instruct me on activation and initial PIN setup. If app activation is possible, I prefer that. Otherwise, share the IVR steps. Do not send scripted replies; address the issue directly. If it isn’t resolved, I will escalate a formal complaint. Provide the exact steps and any reference numbers."
CALL20250915-0522,policy_cancellation,aggressive,Ms. Raina: I want to cancel my policy POL32124795 and understand the refund rules. Tell me the procedure and timelines. I’ve repeated this multiple times; I want action now. Stop pushing generic updates and fix it. Kindly confirm by email and SMS.
CALL20250915-0523,loan_closure,neutral,"Mr. Reddy: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹1675, and I’m fine with a tenure up to 48 months. Please share the exact steps and any documents required. I need the details so I can decide. Provide the exact steps and any reference numbers."
CALL20250915-0524,loan_inquiry,frustrated,"Mr. Khan: I’m exploring a personal loan around ₹600000. What would be the interest rate, EMI, and tenure options? Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Kindly confirm by email and SMS. If needed, I can visit the branch on 14-Sep-2025."
CALL20250915-0525,insurance_new_policy,polite,"Mr. Banerjee: I’m considering a term insurance plan for ₹15000 sum assured. Share options, premium, and riders. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-0526,insurance_new_policy,aggressive,"Ms. Patel: I’m considering a term insurance plan for ₹75000 sum assured. Share options, premium, and riders. This delay is unacceptable; I expect a concrete resolution today. Stop pushing generic updates and fix it. Pls share steps & TAT. Email also ok. My registered mobile ends with 0113."
CALL20250915-0527,loan_approval_status,harsh,Mr. Khan: I filed a loan application 26-Aug-2025 with ID APP480767. What is the current approval status and expected timeline? This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 03-Sep-2025.
CALL20250915-0528,card_activation,neutral,"Mr. Pillai: My new credit card ending 9962 arrived. Please instruct me on activation and initial PIN setup. If app activation is possible, I prefer that. Otherwise, share the IVR steps. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers."
CALL20250915-0529,insurance_claim_status,polite,Ms. Menon: I submitted an insurance claim 08-Sep-2025 with reference CLM8063459. What’s the status and next steps? Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Kindly confirm by email and SMS.
CALL20250915-0530,insurance_claim_status,polite,"Mr. Verma: I submitted an insurance claim 23-Aug-2025 with reference CLM0256099. What’s the status and next steps? Thanks in advance for your support. Could you pls help me with this? I’d really appreciate it. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0531,loan_inquiry,polite,"Mrs. Rao: I’m exploring a personal loan around ₹325000. What would be the interest rate, EMI, and tenure options? Kindly guide me through the process and email a summary as well. Thanks in advance for your support. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 20-Jul-2025."
CALL20250915-0532,account_closing,aggressive,"Ms. Roy: I’d like to close my savings account ending 4812. Tell me the exact process and any charges involved. This delay is unacceptable; I expect a concrete resolution today. I’ve repeated this multiple times; I want action now. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 07-Sep-2025."
CALL20250915-0533,policy_renewal,frustrated,Ms. Patel: My policy POL42317735 is due for renewal next week. Explain renewal steps and if any grace period applies. This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-0534,account_closing,aggressive,Ms. Chawla: I’d like to close my savings account ending 4144. Tell me the exact process and any charges involved. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. Kindly confirm by email and SMS. My email on record is verified; last update was on 25-Jul-2025.
CALL20250915-0535,insurance_claim_status,neutral,Mr. Singh: I submitted an insurance claim 05-Sep-2025 with reference CLM6557536. What’s the status and next steps? All requested bills and reports were uploaded; inform me if any additional document is required. I need the details so I can decide. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers. My email on record is verified; last update was on 13-Sep-2025.
CALL20250915-0536,policy_cancellation,harsh,Mr. Verma: I want to cancel my policy POL32357075 and understand the refund rules. Tell me the procedure and timelines. This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-0537,loan_approval_status,neutral,"Mr. Verma: I filed a loan application 03-Sep-2025 with ID APP678444. What is the current approval status and expected timeline? I submitted all KYC documents and income proofs; please confirm if anything is pending on my end. Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-0538,loan_closure,polite,Mr. Verma: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Thanks in advance for your support. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-0539,card_activation,neutral,Mr. Khan: My new credit card ending 3801 arrived. Please instruct me on activation and initial PIN setup. I need the details so I can decide. Kindly confirm the figures and timelines. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates.
